artist,artist_ko,summary,image_url
frank bowling,프랭크 볼링,"Richard Sheridan Patrick Michael Aloysius Franklin Bowling (Né Richard Sheridan Franklin Bowling;
프랭크 볼링 (Frank Bowling)으로 알려진 1934 년 2 월 26 일 출생)는 영국 기아나에서 태어난 영국 예술가입니다.그는 특히 그의 대규모 추상적 인 ""지도""그림으로 유명하며, 추상 표현주의, 컬러 필드 페인팅 및 서정적 추상화와 관련이 있습니다.볼링은 ""영국의 가장 위대한 살아있는 추상 화가 중 하나""로 묘사되었으며, ""전후 영국 미술 학교에서 나오는 가장 유명한 흑인 예술가 중 하나""와 ""현대 마스터""로 묘사되었습니다.영국 문화 비평가이자 이론가 스튜어트 홀 (Stuart Hall)은 전후 정치와 영국 탈식민지 화가 특징 인 1 세대 또는 전후의 흑인 예술의“물결”내에서 볼링의 경력을 위치시킨다.그는 Royal Academy of Arts의 멤버로 선출 된 최초의 흑인 예술가입니다.
2019 년에 볼링은 테이트 영국에서 매우 성공적인 회고의 주제였으며 2022 년에는 1966 년부터 1975 년까지 미술 박물관 보스턴에서 열린 주요 작품을 개설했습니다.그는 현대 미술관 (뉴욕), 메트로폴리탄 미술관 (뉴욕), 테이트 영국 (런던) 및 왕립 아카데미 (런던)를 포함한 50 개가 넘는 국제 컬렉션으로 대표됩니다.
볼링은 Regent Street Polytechnic, Chelsea School of Art 및 London Art School의 도시와 길드에서 공부했습니다.1959 년, 그는 Royal College of Art에서 장학금을 받았으며 동료 학생 David Hockney, R. B. Kitaj, Derek Boshier 및 Patrick Caulfield에 합류했습니다.",
frank lobdell,프랭크 로브델,"Frank Lobdell (1921-2013)은 미국 화가였으며, 종종 베이 지역 비유 운동 및 베이 지역 추상 표현주의와 관련된 미국 화가였습니다.",
frank stella,프랭크 스텔라,"Frank Philip Stella (1936 년 5 월 12 일-2024 년 5 월 4 일)는 미국 화가, 조각가 및 인쇄 제작자였으며 미니멀리즘과 사후 추상화 분야에서 그의 작품에 대해 언급했습니다.그는 스튜디오를 뉴욕의 Rock Tavern으로 옮기기 전에 많은 경력을 위해 뉴욕시에서 살았고 일했습니다.스텔라의 작업은 1950 년대 후반에 미니멀리스트 운동을 촉진했다.그는 1950 년대 후반 뉴욕으로 이사하여 작품을 만들어 객체로 인한 사진을 강조했습니다.이것들은 Franz Kline 및 Jackson Pollock과 같은 예술가들의 추상 표현주의 작품에 영향을 받았습니다.그는 자신의 예술에 대한 환원 주의적 접근 방식을 발전 시켰으며, 모든 그림은 ""모든 그림이 페인트가있는 평평한 표면이라는 것을 보여주고 싶었고 감정을 표현하는 수단으로 예술의 개념을 거부했다는 것을 보여주고 싶다고 말했다.그는 1959 년 뉴욕 ​​미술 세계에서 현대 미술관에서 그의 4 개의 검은 핀 스트라이프 그림이 전시되었을 때 주목을 받았습니다.Stella는 2009 년 National Medal of Arts를 수상했으며 2011 년 국제 조각 센터에서 현대 조각품에서 평생 공로상을 수상했습니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Frank_Stella_2012.jpg/220px-Frank_Stella_2012.jpg
friedel dzubas,프리델 주바스,Friedel Dzubas (1915 년 4 월 20 일 독일 베를린에서-1994 년 12 월 10 일 매사추세츠 주 오번 데일에서)는 독일 태생의 미국의 추상 화가였습니다.,
gene davis,진 데이비스,"진 데이비스(Gene Davis, 1920년 8월 22일 - 1985년 4월 6일)는 미국의 컬러 필드 화가로 특히 수직 줄무늬 그림으로 유명합니다.",
georgia okeeffe,조지아 오케프,"조지아 토토 오키프(Georgia Totto O'Keeffe, 1887년 11월 15일 ? 1986년 3월 6일)는 미국의 모더니스트 화가이자 초안가였으며 그의 경력은 70년에 달했으며 그의 작품은 주요 예술 운동과 거의 독립적이었습니다. ""미국 모더니즘의 어머니""로 불리는 오키프는 자연 형태, 특히 꽃과 사막에서 영감을 받은 풍경을 세심하게 그린 그림으로 국제적인 인정을 받았습니다. 이러한 그림은 종종 그녀가 살았던 장소와 환경에서 그려지고 관련되었습니다.[1] [2]

1905년부터 오키프는 시카고 미술대학에서 공부를 시작하여 1920년경까지 미술을 공부하거나 상업 일러스트레이터 또는 교사로 일하며 추가 교육비를 충당했습니다.[3][4] Arthur Wesley Dow의 영향을 받아 O'Keeffe는 버지니아 대학에서 공부한 수채화를 시작으로 1915년에 제작한 목탄 그림에서 더욱 극적으로 완전한 추상화로 이어진 독특한 스타일을 발전시키기 시작했습니다. 미술상이자 사진작가인 Alfred Stieglitz는 1917년에 그녀의 작품 전시회를 열었습니다.[5] 그 후 몇 년 동안 그녀는 컬럼비아 대학교 사범대학에서 가르치고 공부를 계속했습니다.

그녀는 Stieglitz의 요청으로 1918년 뉴욕으로 이주하여 예술가로서 진지하게 일하기 시작했습니다. 그들은 1924년 12월 11일에 결혼하게 된 직업적, 개인적 관계를 발전시켰습니다.[7] O'Keeffe는 Red Canna 그림과 같은 꽃의 클로즈업을 포함하여 많은 형태의 추상 예술을 창조했는데, 많은 사람들이 외음부를 나타내는 것으로 나타났습니다.[8] O'Keeffe는 지속적으로 그러한 의도를 부인했습니다.[9] 여성의 섹슈얼리티 묘사에 대한 비난은 Stieglitz가 촬영하고 전시한 O'Keeffe의 노골적이고 감각적인 사진에 의해 촉진되었습니다.

O'Keeffe와 Stieglitz는 1929년까지 뉴욕에서 함께 살았으며, 이때 O'Keeffe는 일년 중 일부를 남서부에서 보내기 시작했습니다. 이는 그녀의 뉴멕시코 풍경 그림과 Cow's Skull: Red와 같은 동물 두개골 이미지에 영감을 주었습니다. , White, and Blue (1931) 및 Summer Days (1936). 1946년 Stieglitz가 사망한 후 그녀는 뉴멕시코의 집과 작업실 또는 Abiqui?에 있는 Ghost Ranch 여름 별장에서 40년 동안 살았고, 생애 마지막 몇 년은 Santa Fe에서 살았습니다. 2014년에 O'Keeffe의 1932년 그림 Jimson Weed/White Flower No. 1은 44,405,000달러에 팔렸습니다. 당시 여성 예술가의 그림 중 가장 높은 가격이었습니다.[10] 그녀의 작품은 여러 박물관에 소장되어 있으며, 그녀가 사망한 후 조지아 ??오키프 박물관(Georgia O'Keeffe Museum)이 산타페에 설립되었습니다.",https://en.wikipedia.org/wiki/Georgia_O%27Keeffe#/media/File:Georgia_O'Keeffe_MET_DP230868.jpg
gerhard richter,게르하르트 리히터,"Gerhard Richter (독일어 : [ˈ reeːɐ̯haʁt ˈʁɪçtɐ]; 1932 년 2 월 9 일 출생)는 독일의 시각 예술가입니다.Richter는 초록과 사진과 사진과 유리 조각을 제작했습니다.그는 가장 중요한 현대 독일 예술가 중 한 명으로 널리 알려져 있으며 그의 작품 중 일부는 경매에서 기록적인 가격을 설정했으며, 한 번에 가장 비싼 살아있는 화가였습니다.
Richter는 ""Greatest Living Painter"", ""세계에서 가장 중요한 예술가""및 ""21 세기의 피카소""라고 불 렸습니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Gerhard_Richter%2C_Prague_%282017%29.jpg/220px-Gerhard_Richter%2C_Prague_%282017%29.jpg
geta bratescu,게타 브라테스쿠,"Geta BrĂtescu (1926 년 5 월 4 일 - 2018 년 9 월 19 일)는 그림, 콜라주, 사진, 공연, 일러스트레이션 및 영화의 작품을 가진 루마니아 시각 예술가였습니다.
2008 년 BrĂtescu는 부쿠레슈티 대학교 예술 대학에서 ""현대 루마니아 예술 개발에 대한 뛰어난 공헌""으로 명예 박사 학위를 받았습니다.BrĂtescu는 문학 및 미술 잡지 Secolul 21의 예술 감독이었다. 그녀의 작품의 주요 회고는 1999 년 12 월 루마니아 국립 미술관에서 열렸다. 2015 년 BrĂtescu의 첫 영국 솔로 전시회는 테이트 리버풀에서 열렸다.2017 년, 그녀는 57 번째 베니스 비엔날레에서 루마니아를 대표하도록 선정되었습니다.",https://upload.wikimedia.org/wikipedia/en/thumb/a/af/Self_portrait_Photo_of_Geta_Br%C4%83tescu.jpg/220px-Self_portrait_Photo_of_Geta_Br%C4%83tescu.jpg
gotthard graubner,고타드 그라우브너,"Gotthard Graubner (1930 년 6 월 13 일 - 2013 년 5 월 24 일)는 독일 색슨 족의 Erlbach에서 태어난 독일 화가였습니다.
Graubner는 베를린, 드레스덴 미술 아카데미 및 독일의 뒤셀도르프 아카데미에서 공부 한 후 1969 년 함부르크의 미술 아카데미와 1976 년 쿤스타 타마 듀스 셀 도르프 (Kunstakademie Düsseldorf)에서 교수가되었습니다.Skin (Schwarze Haut)은 1980 년 BBC의 100 가지 위대한 그림 프로그램 중 하나에 선정되었습니다. 그의 생애의 지난 수십 년 동안 그는 Düsseldorf와 Museum Insel Hombroich, Neuss에서 살았습니다.그의 83 번째 생일 직전에 사망했습니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Gotthard_Graubner_by_Lothar_Wolleh.jpg/220px-Gotthard_Graubner_by_Lothar_Wolleh.jpg
guido molinari,귀도 몰리나리,Guido Molinari L.L. D. (1933 년 10 월 12 일 - 2004 년 2 월 21 일)는 그의 연쇄 추상 그림과 역동적 인 색상 상호 작용으로 전국적으로나 국제적으로 알려진 캐나다 예술가였습니다.그의 스트라이프 시리즈는 특히 유명합니다.Molinari 자신은 자신의 효과와 그의 모든 그림의 효과가 새로운 종류의 가상의 공간을 만드는 것으로 묘사했습니다.,
hans hofmann,한스 호프만,"Hans Hofmann (1880 년 3 월 21 일-1966 년 2 월 17 일)은 독일 태생의 미국 화가로 예술가와 교사로 유명합니다.그의 경력은 2 세대와 두 대륙에 걸쳐 있었고, 추상 표현주의에 앞서서 영향을 미친 것으로 간주됩니다.뮌헨 근처에서 태어나고 교육을받은 그는 20 세기 초 유럽 아방가르드에서 활동했으며 1932 년 미국으로 이주했을 때 상징주의, 신 인상주의, 가관 및 입체파에 대한 깊은 이해와 합성을 가져 왔습니다. Hofmann의 그림은 Hofmann의 그림입니다.그림 구조와 연합, 공간 환상주의, 표현적인 수단을위한 대담한 색상의 사용에 대한 엄격한 관심사가 특징입니다.영향력있는 비평가 클레멘트 그린버그 (Clement Greenberg)는 1944 년 페기 구겐하임 (Peggy Guggenheim)의 1944 년 후반 (1943 년 후반 잭슨 폴락과 함께)에서 호프만 (Hofmann)의 뉴욕 솔로 쇼 (1943 년 후반 잭슨 폴락)을 추상적 표현주의를 예고 한 기하학적 추상화의 획기적인 것으로 간주했다.그 후 10 년 동안 호프만의 인정은 특히 Kootz Gallery에서 수많은 전시회를 통해 성장했으며, 미국 전역의 휘트니 미술관 (1957)과 현대 미술관 (1963)의 주요 회고전에서 끝났으며, 미국 전역의 공연장으로 여행했습니다., 남미 및 유럽.그의 작품은 메트로폴리탄 미술관, 테이트 현대, 게르마 이시스 국립 무스, 국립 미술관, 시카고 아트 인스티튜트를 포함하여 전 세계 주요 박물관의 영구 컬렉션에 있습니다.
Hofmann은 또한 20 세기의 가장 영향력있는 예술 교사 중 하나로 여겨집니다.그는 1915 년 뮌헨에 Cézanne, Cubists 및 Kandinsky의 아이디어와 작품을 기반으로 한 미술 학교를 설립했습니다.일부 미술 역사가들은 그것이 어디서나 최초의 현대 예술 학교라고 제안합니다.그는 미국으로 이주한 후 뉴욕시와 매사추세츠 주에서 학교를 다시 열었습니다.뉴욕 교육에서의 그의 존재는 전후 미국 아방가르드 예술가들 (조셉 글래스코, 헬렌 프랭클러, 넬 블레인, 리 크라스너, 조안 미첼, 루이스 네 벨슨, 래리 리버를 포함하여 많은 영향을 미쳤습니다.Greenberg의 이론은 매체, 그림 비행기 및 작업의 연합에 중점을두고 있습니다.Hofmann의 다른 주요 원칙 중 일부는 그의 푸시/풀 공간 이론, 추상 예술이 본질적으로 기원한다는 주장, 예술의 영적 가치에 대한 그의 믿음을 포함합니다.Hofmann은 1966 년 2 월 17 일 뉴욕시에서 심장 마비로 사망했습니다.",https://upload.wikimedia.org/wikipedia/en/thumb/1/14/Hans_Hofmann_Effervescence_1944.jpg/180px-Hans_Hofmann_Effervescence_1944.jpg
hassel smith,하셀 스미스,Hassel Smith (Hassell Wendell Smith Jr. 출생; 1915 년 4 월 24 일 - 2007 년 1 월 2 일)는 미국 화가였습니다.,https://upload.wikimedia.org/wikipedia/commons/f/fb/Hassel_Smith_Portrait.jpg
hedda sterne,헤다 스턴,"Hedda Sterne (1910 년 8 월 4 일-2011 년 4 월 8 일)는 뉴욕 화가 학교의 활동적인 회원 인 루마니아 출신의 미국 예술가였습니다.그녀의 작품은 종종 추상 표현주의와 초현실주의와 관련이 있습니다.그녀는 또한 다른 여성들이 포함되었지만 그녀는 ""Irascibles""라는 추상 표현주의 예술가들의 유명한 사진에 등장한 유일한 여성이었습니다.",https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Photo_of_Hedda_Sterne.jpg/220px-Photo_of_Hedda_Sterne.jpg
helen frankenthaler,헬렌 프랑켄탈러,"Helen Frankenthaler (1928 년 12 월 12 일 - 2011 년 12 월 27 일)는 미국의 추상 표현주의 화가였습니다.그녀는 전후 미국 그림의 역사에 기여했습니다.그녀는 60 년 이상 (1950 년대 초부터 2011 년까지)를 전시 한 후 여러 세대의 추상 화가를 가로 질러 활력적이고 끊임없이 변화하는 새로운 작품을 계속 만들었습니다.Frankenthaler는 1950 년대 초 현대 박물관과 갤러리에서 대규모 추상 표현주의 그림을 전시하기 시작했습니다.그녀는 Clement Greenberg가 큐 레이트 한 1964 년 페인터의 추상화 전시회에 포함되어 컬러 필드로 알려진 새로운 세대의 추상화를 소개했습니다.맨해튼에서 태어난 그녀는 Greenberg, Hans Hofmann 및 Jackson Pollock의 그림에 의해 영향을 받았습니다.그녀의 작품은 뉴욕시의 현대 미술관에서 1989 년 회고전을 포함하여 여러 회고 전시회의 주제였으며 1950 년대부터 전 세계적으로 전시되었습니다.2001 년에 그녀는 National Medal of Arts를 수상했습니다.
Frankenthaler는 코네티컷 주 다리 엔에 집과 스튜디오를 가졌습니다.",https://upload.wikimedia.org/wikipedia/en/thumb/5/53/Helen_Frankenthaler-1956.jpg/220px-Helen_Frankenthaler-1956.jpg
henri matisse,앙리 마티스,"Henri émile Benoît Matisse (프랑스어 : [ɑ̃ʁi eMil bənwa matis]; 1869 년 12 월 31 일 - 1954 년 11 월 3 일)는 그의 색상과 유동성과 독창적 인 daughtsmansip으로 유명한 프랑스 시각 예술가였습니다.그는 초안, 인쇄 제작자 및 조각가 였지만 주로 화가로 알려져 있습니다.
Matisse는 일반적으로 Pablo Picasso와 함께 20 세기의 개막 전반에 걸쳐 시각 예술의 혁신적인 발전을 정의하는 데 가장 도움이 된 예술가 중 한 명으로, 그림과 조각의 중요한 발전을 담당합니다.
그가 1900 년에서 1905 년 사이에 그린 작품의 강렬한 색채는 그에게 Fauves 중 하나로 명성을 가져 왔습니다 ( ""야생 짐승""의 프랑스어).그의 가장 훌륭한 작품 중 상당수는 1906 년 이후 10 년 정도에 만들어졌으며, 평평한 형태와 장식 패턴을 강조하는 엄격한 스타일을 개발했습니다.1917 년, 그는 프랑스 리비에라의 니스 교외로 이주했으며 1920 년대에 그의 편안한 작품 스타일은 프랑스 회화의 고전 전통의 선수로서 그를 비판적으로 얻었습니다.1930 년 이후, 그는 대담한 형태의 단순화를 채택했다.마지막 해에 건강이 좋지 않아서 그림을 그리는 것을 막았을 때, 그는 종이 콜라주의 매체에서 중요한 작품을 만들었습니다.
반세기가 넘는 일의 작품에 전시 된 표현적인 색상과 그림의 그의 숙달은 현대 미술의 주요 인물로 인정을 받았습니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Henri_Matisse%2C_1913%2C_photograph_by_Alvin_Langdon_Coburn.jpg/220px-Henri_Matisse%2C_1913%2C_photograph_by_Alvin_Langdon_Coburn.jpg
